ncrs,time,latitude,longitude,nv,crs,lat_bnds,lon_bnds,NDVI,TIMEOFDAY,QA,MASK,NDVI_smth1,NDVI_smth1_ds,NDVI_smth2,NDVI_smth2_dl
0,1982-12-20,41.17499923706055,-104.2249984741211,0,-32767.0,41.2,-104.25,0.0801,2019-12-30 21:23:59.998626708,24706.0,1.0,0.1186867810953363,0.1186867810953363,0.12809400083590977,0.13769103810981687
0,1982-12-20,41.17499923706055,-104.2249984741211,1,-32767.0,41.149998,-104.2,0.0801,2019-12-30 21:23:59.998626708,24706.0,1.0,0.1186867810953363,0.1186867810953363,0.12809400083590977,0.13769103810981687
0,1982-12-20,41.17499923706055,-104.17499542236328,0,-32767.0,41.2,-104.2,0.085599996,2019-12-30 21:23:59.998626708,24706.0,1.0,0.11836083088552252,0.11836083088552252,0.13018539069069754,0.13006452430085835
0,1982-12-20,41.17499923706055,-104.17499542236328,1,-32767.0,41.149998,-104.149994,0.085599996,2019-12-30 21:23:59.998626708,24706.0,1.0,0.11836083088552252,0.11836083088552252,0.13018539069069754,0.13006452430085835
0,1982-12-20,41.17499923706055,-104.125,0,-32767.0,41.2,-104.15,0.089099996,2019-12-30 21:23:59.998626708,24706.0,1.0,0.12469563796360372,0.12469563796360372,0.1339764715405486,0.1367950893189651
0,1982-12-20,41.17499923706055,-104.125,1,-32767.0,41.149998,-104.1,0.089099996,2019-12-30 21:23:59.998626708,24706.0,1.0,0.12469563796360372,0.12469563796360372,0.1339764715405486,0.1367950893189651
0,1982-12-20,41.17499923706055,-104.07499694824219,0,-32767.0,41.2,-104.1,0.0906,2019-12-30 21:23:59.998626708,16514.0,1.0,0.12447491215731958,0.12447491215731958,0.12789447585391975,0.11970774044219547
0,1982-12-20,41.17499923706055,-104.07499694824219,1,-32767.0,41.149998,-104.049995,0.0906,2019-12-30 21:23:59.998626708,16514.0,1.0,0.12447491215731958,0.12447491215731958,0.12789447585391975,0.11970774044219547
0,1982-12-20,41.17499923706055,-104.02499389648438,0,-32767.0,41.2,-104.049995,0.090399995,2019-12-30 21:23:59.998626708,16514.0,1.0,0.13697050507238467,0.13697050507238467,0.1382077788524782,0.11949971871257935
0,1982-12-20,41.17499923706055,-104.02499389648438,1,-32767.0,41.149998,-103.99999,0.090399995,2019-12-30 21:23:59.998626708,16514.0,1.0,0.13697050507238467,0.13697050507238467,0.1382077788524782,0.11949971871257935
0,1982-12-20,41.124996185302734,-104.2249984741211,0,-32767.0,41.149998,-104.25,0.0964,2019-12-30 21:23:59.998626708,16514.0,1.0,0.125263985368077,0.125263985368077,0.13429147947600573,0.1321349596912545
0,1982-12-20,41.124996185302734,-104.2249984741211,1,-32767.0,41.099995,-104.2,0.0964,2019-12-30 21:23:59.998626708,16514.0,1.0,0.125263985368077,0.125263985368077,0.13429147947600573,0.1321349596912545
0,1982-12-20,41.124996185302734,-104.17499542236328,0,-32767.0,41.149998,-104.2,0.0919,2019-12-30 21:23:59.998626708,16514.0,1.0,0.13395430398791153,0.13395430398791153,0.13992425380440046,0.14324488714585176
0,1982-12-20,41.124996185302734,-104.17499542236328,1,-32767.0,41.099995,-104.149994,0.0919,2019-12-30 21:23:59.998626708,16514.0,1.0,0.13395430398791153,0.13395430398791153,0.13992425380440046,0.14324488714585176
0,1982-12-20,41.124996185302734,-104.125,0,-32767.0,41.149998,-104.15,0.107,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1694650618826772,0.1694650618826772,0.1691274285832055,0.15185826864388915
0,1982-12-20,41.124996185302734,-104.125,1,-32767.0,41.099995,-104.1,0.107,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1694650618826772,0.1694650618826772,0.1691274285832055,0.15185826864388915
0,1982-12-20,41.124996185302734,-104.07499694824219,0,-32767.0,41.149998,-104.1,0.1135,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1740932731660446,0.1740932731660446,0.17374976007887316,0.1441921389305693
0,1982-12-20,41.124996185302734,-104.07499694824219,1,-32767.0,41.099995,-104.049995,0.1135,2019-12-30 21:23:59.998626708,16514.0,1.0,0.1740932731660446,0.1740932731660446,0.17374976007887316,0.1441921389305693
